InChI,RT
"InChI=1S/C42H77NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h5,7,11,13,27,29,35,37,40-41,44-45H,3-4,6,8-10,12,14-26,28,30-34,36,38-39H2,1-2H3,(H,43,46)/b7-5-,13-11-,29-27+,37-35+",684.5124000000001
"InChI=1S/C42H79NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h21-22,27,29,35,37,40-41,44-45H,3-20,23-26,28,30-34,36,38-39H2,1-2H3,(H,43,46)/b22-21-,29-27+,37-35+",755.298
"InChI=1S/C42H81NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h27,29,35,37,40-41,44-45H,3-26,28,30-34,36,38-39H2,1-2H3,(H,43,46)/b29-27+,37-35+",787.5174
"InChI=1S/C41H79NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-37-41(45)42-39(38-43)40(44)36-34-32-30-28-26-24-16-14-12-10-8-6-4-2/h26,28,34,36,39-40,43-44H,3-25,27,29-33,35,37-38H2,1-2H3,(H,42,45)/b28-26+,36-34+",778.9698
"InChI=1S/C40H77NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-40(44)41-38(37-42)39(43)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h25,27,33,35,38-39,42-43H,3-24,26,28-32,34,36-37H2,1-2H3,(H,41,44)/b27-25+,35-33+",753.6642
"InChI=1S/C38H73NO3/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-38(42)39-36(35-40)37(41)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h23,25,31,33,36-37,40-41H,3-22,24,26-30,32,34-35H2,1-2H3,(H,39,42)/b25-23+,33-31+",663.5178000000001
"InChI=1S/C36H69NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h21,23,29,31,34-35,38-39H,3-20,22,24-28,30,32-33H2,1-2H3,(H,37,40)/b23-21+,31-29+",594.3635400000001
"InChI=1S/C34H65NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h19,21,27,29,32-33,36-37H,3-18,20,22-26,28,30-31H2,1-2H3,(H,35,38)/b21-19+,29-27+",547.82952
"InChI=1S/C43H83NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(47)44-41(40-45)42(46)38-36-34-32-30-28-26-16-14-12-10-8-6-4-2/h22-23,36,38,41-42,45-46H,3-21,24-35,37,39-40H2,1-2H3,(H,44,47)/b23-22-,38-36+",791.2031999999999
"InChI=1S/C43H85NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(47)44-41(40-45)42(46)38-36-34-32-30-28-26-16-14-12-10-8-6-4-2/h36,38,41-42,45-46H,3-35,37,39-40H2,1-2H3,(H,44,47)/b38-36+",805.1081999999999
"InChI=1S/C42H79NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h5,7,11,13,35,37,40-41,44-45H,3-4,6,8-10,12,14-34,36,38-39H2,1-2H3,(H,43,46)/b7-5-,13-11-,37-35+",759.8148
"InChI=1S/C42H81NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h21-22,35,37,40-41,44-45H,3-20,23-34,36,38-39H2,1-2H3,(H,43,46)/b22-21-,37-35+",784.449
"InChI=1S/C42H83NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h35,37,40-41,44-45H,3-34,36,38-39H2,1-2H3,(H,43,46)/b37-35+",798.6024
"InChI=1S/C41H81NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-37-41(45)42-39(38-43)40(44)36-34-32-30-28-26-24-16-14-12-10-8-6-4-2/h34,36,39-40,43-44H,3-33,35,37-38H2,1-2H3,(H,42,45)/b36-34+",792.201
"InChI=1S/C40H77NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-40(44)41-38(37-42)39(43)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h19-20,33,35,38-39,42-43H,3-18,21-32,34,36-37H2,1-2H3,(H,41,44)/b20-19-,35-33+",735.2862
"InChI=1S/C40H79NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-40(44)41-38(37-42)39(43)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h33,35,38-39,42-43H,3-32,34,36-37H2,1-2H3,(H,41,44)/b35-33+",784.6794
"InChI=1S/C39H77NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-23-25-27-29-31-33-35-39(43)40-37(36-41)38(42)34-32-30-28-26-24-22-16-14-12-10-8-6-4-2/h32,34,37-38,41-42H,3-31,33,35-36H2,1-2H3,(H,40,43)/b34-32+",774.303
"InChI=1S/C38H75NO3/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-38(42)39-36(35-40)37(41)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h31,33,36-37,40-41H,3-30,32,34-35H2,1-2H3,(H,39,42)/b33-31+",736.6092000000001
"InChI=1S/C37H73NO3/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-33-37(41)38-35(34-39)36(40)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h30,32,35-36,39-40H,3-29,31,33-34H2,1-2H3,(H,38,41)/b32-30+",689.8530000000001
"InChI=1S/C36H71NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h29,31,34-35,38-39H,3-28,30,32-33H2,1-2H3,(H,37,40)/b31-29+",648.5325
"InChI=1S/C35H69NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-35(39)36-33(32-37)34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h28,30,33-34,37-38H,3-27,29,31-32H2,1-2H3,(H,36,39)/b30-28+",614.7609
"InChI=1S/C34H67NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,32-33,36-37H,3-26,28,30-31H2,1-2H3,(H,35,38)/b29-27+",587.0541000000001
"InChI=1S/C32H63NO3/c1-3-5-7-9-11-13-15-16-18-19-21-23-25-27-31(35)30(29-34)33-32(36)28-26-24-22-20-17-14-12-10-8-6-4-2/h25,27,30-31,34-35H,3-24,26,28-29H2,1-2H3,(H,33,36)/b27-25+",540.71988
"InChI=1S/C30H59NO3/c1-3-5-7-9-11-13-14-15-16-18-19-21-23-25-29(33)28(27-32)31-30(34)26-24-22-20-17-12-10-8-6-4-2/h23,25,28-29,32-33H,3-22,24,26-27H2,1-2H3,(H,31,34)/b25-23+",506.7261600000001
"InChI=1S/C33H65NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)34-31(30-35)32(36)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h26,28,31-32,35-36H,3-25,27,29-30H2,1-2H3,(H,34,37)/b28-26+",561.97848
"InChI=1S/C32H63NO3/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-32(36)33-30(29-34)31(35)27-25-23-21-19-17-14-12-10-8-6-4-2/h25,27,30-31,34-35H,3-24,26,28-29H2,1-2H3,(H,33,36)/b27-25+",540.5132699999999
"InChI=1S/C44H89NO4/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(48)45-41(40-46)44(49)42(47)38-36-34-32-30-28-26-18-16-14-12-10-8-6-4-2/h41-42,44,46-47,49H,3-40H2,1-2H3,(H,45,48)",803.3063999999999
"InChI=1S/C42H83NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-41(46)43-39(38-44)42(47)40(45)36-34-32-30-28-26-16-14-12-10-8-6-4-2/h21-22,39-40,42,44-45,47H,3-20,23-38H2,1-2H3,(H,43,46)/b22-21-",771.2424
"InChI=1S/C42H85NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-41(46)43-39(38-44)42(47)40(45)36-34-32-30-28-26-16-14-12-10-8-6-4-2/h39-40,42,44-45,47H,3-38H2,1-2H3,(H,43,46)",790.5018
"InChI=1S/C41H83NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-40(45)42-38(37-43)41(46)39(44)35-33-31-29-27-25-16-14-12-10-8-6-4-2/h38-39,41,43-44,46H,3-37H2,1-2H3,(H,42,45)",783.2664
"InChI=1S/C40H81NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-39(44)41-37(36-42)40(45)38(43)34-32-30-28-26-24-16-14-12-10-8-6-4-2/h37-38,40,42-43,45H,3-36H2,1-2H3,(H,41,44)",770.5301999999999
"InChI=1S/C38H77NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-23-25-27-29-31-33-37(42)39-35(34-40)38(43)36(41)32-30-28-26-24-22-16-14-12-10-8-6-4-2/h35-36,38,40-41,43H,3-34H2,1-2H3,(H,39,42)",681.813
"InChI=1S/C36H73NO4/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-35(40)37-33(32-38)36(41)34(39)30-28-26-24-22-20-16-14-12-10-8-6-4-2/h33-34,36,38-39,41H,3-32H2,1-2H3,(H,37,40)",615.2076000000001
"InChI=1S/C34H69NO4/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(38)35-31(30-36)34(39)32(37)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h31-32,34,36-37,39H,3-30H2,1-2H3,(H,35,38)",557.7672
"InChI=1S/C36H71NO4/c1-3-5-7-9-11-13-15-17-18-19-21-22-24-26-28-30-34(39)33(32-38)37-36(41)35(40)31-29-27-25-23-20-16-14-12-10-8-6-4-2/h28,30,33-35,38-40H,3-27,29,31-32H2,1-2H3,(H,37,41)/b30-28+",619.8108
"InChI=1S/C42H81NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-37-41(46)42(47)43-39(38-44)40(45)36-34-32-30-28-26-24-16-14-12-10-8-6-4-2/h21-22,34,36,39-41,44-46H,3-20,23-33,35,37-38H2,1-2H3,(H,43,47)/b22-21-,36-34+",774.2099999999999
"InChI=1S/C42H83NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-37-41(46)42(47)43-39(38-44)40(45)36-34-32-30-28-26-24-16-14-12-10-8-6-4-2/h34,36,39-41,44-46H,3-33,35,37-38H2,1-2H3,(H,43,47)/b36-34+",791.6460000000001
"InChI=1S/C41H81NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-40(45)41(46)42-38(37-43)39(44)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h33,35,38-40,43-45H,3-32,34,36-37H2,1-2H3,(H,42,46)/b35-33+",784.8156
"InChI=1S/C40H79NO4/c1-3-5-7-9-11-13-15-17-18-19-20-21-23-25-27-29-31-33-35-39(44)40(45)41-37(36-42)38(43)34-32-30-28-26-24-22-16-14-12-10-8-6-4-2/h32,34,37-39,42-44H,3-31,33,35-36H2,1-2H3,(H,41,45)/b34-32+",773.5638
"InChI=1S/C38H75NO4/c1-3-5-7-9-11-13-15-17-18-19-21-23-25-27-29-31-33-37(42)38(43)39-35(34-40)36(41)32-30-28-26-24-22-20-16-14-12-10-8-6-4-2/h30,32,35-37,40-42H,3-29,31,33-34H2,1-2H3,(H,39,43)/b32-30+",689.5788
"InChI=1S/C34H67NO4/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-32(37)31(30-36)35-34(39)33(38)29-27-25-23-21-18-16-14-12-10-8-6-4-2/h26,28,31-33,36-38H,3-25,27,29-30H2,1-2H3,(H,35,39)/b28-26+",565.0014
"InChI=1S/C42H83NO5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-40(46)42(48)43-38(37-44)41(47)39(45)35-33-31-29-27-25-16-14-12-10-8-6-4-2/h21-22,38-41,44-47H,3-20,23-37H2,1-2H3,(H,43,48)/b22-21-",745.3439999999999
"InChI=1S/C42H85NO5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-40(46)42(48)43-38(37-44)41(47)39(45)35-33-31-29-27-25-16-14-12-10-8-6-4-2/h38-41,44-47H,3-37H2,1-2H3,(H,43,48)",786.0360000000001
"InChI=1S/C41H83NO5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-39(45)41(47)42-37(36-43)40(46)38(44)34-32-30-28-26-24-16-14-12-10-8-6-4-2/h37-40,43-46H,3-36H2,1-2H3,(H,42,47)",776.3754
"InChI=1S/C40H81NO5/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-38(44)40(46)41-36(35-42)39(45)37(43)33-31-29-27-25-23-16-14-12-10-8-6-4-2/h36-39,42-45H,3-35H2,1-2H3,(H,41,46)",743.3094
"InChI=1S/C38H77NO5/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-36(42)38(44)39-34(33-40)37(43)35(41)31-29-27-25-23-21-16-14-12-10-8-6-4-2/h34-37,40-43H,3-33H2,1-2H3,(H,39,44)",656.3934
"InChI=1S/C36H73NO5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-34(40)36(42)37-32(31-38)35(41)33(39)29-27-25-23-21-19-16-14-12-10-8-6-4-2/h32-35,38-41H,3-31H2,1-2H3,(H,37,42)",591.20922
"InChI=1S/C34H69NO5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-31(37)33(39)30(29-36)35-34(40)32(38)28-26-24-22-20-18-16-14-12-10-8-6-4-2/h30-33,36-39H,3-29H2,1-2H3,(H,35,40)",543.73716
