InChI,RT
"InChI=1S/C47H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24,28,30,34,36,45H,3-4,9-10,15-16,21,23,25-27,29,31-33,35,37-44,48H2,1-2H3,(H,51,52)/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-,24-22-,30-28-,36-34-",547.48728
"InChI=1S/C47H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-22-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-23-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-20,22,24,28,30,34,36,45H,3-4,6,8-10,12,14-16,21,23,25-27,29,31-33,35,37-44,48H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,20-18-,24-22-,30-28-,36-34-",615.0948000000001
"InChI=1S/C45H82NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-44(47)51-41-43(42-53-55(49,50)52-40-39-46)54-45(48)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h6,8,12,14,18,20,24,26,43H,3-5,7,9-11,13,15-17,19,21-23,25,27-42,46H2,1-2H3,(H,49,50)/b8-6-,14-12-,20-18-,26-24-",693.9395999999999
"InChI=1S/C46H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47)42-52-45(48)38-36-34-32-30-28-26-24-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22-23,27,29,33,35,44H,3-4,6,8-10,12,14-16,18,20-21,24-26,28,30-32,34,36-43,47H2,1-2H3,(H,50,51)/b7-5-,13-11-,19-17-,23-22-,29-27-,35-33-",643.5366
"InChI=1S/C44H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,23,25,42H,3-4,6,8-10,12,14-16,18,20-22,24,26-41,45H2,1-2H3,(H,48,49)/b7-5-,13-11-,19-17-,25-23-",653.8476
"InChI=1S/C45H72NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-19,21-23,26,28,32,34,43H,3-4,9-10,15-16,20,24-25,27,29-31,33,35-42,46H2,1-2H3,(H,49,50)/b7-5-,8-6-,13-11-,14-12-,19-17-,22-21-,23-18-,28-26-,34-32-",515.78946
"InChI=1S/C45H74NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11-14,17-19,21-23,26,28,32,34,43H,3-4,6,8-10,15-16,20,24-25,27,29-31,33,35-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,14-12-,19-17-,22-21-,23-18-,28-26-,34-32-",536.2827
"InChI=1S/C45H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11-14,17-19,21-23,26,28,43H,3-4,6,8-10,15-16,20,24-25,27,29-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,14-12-,19-17-,22-21-,23-18-,28-26-",546.3898800000001
"InChI=1S/C43H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11-14,17-19,21,41H,3-10,15-16,20,22-40,44H2,1-2H3,(H,47,48)/b13-11-,14-12-,19-17-,21-18-",587.59254
"InChI=1S/C41H74NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,39H,3-10,15-16,21-38,42H2,1-2H3,(H,45,46)/b13-11-,14-12-,19-17-,20-18-",532.33314
"InChI=1S/C47H90NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h18,20-21,25,45H,3-17,19,22-24,26-44,48H2,1-2H3,(H,51,52)/b21-20-,25-18-",789.7896
"InChI=1S/C45H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-23,26,28,32,34,43H,3-4,6,8-10,12,14-16,20,24-25,27,29-31,33,35-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-,23-18-,28-26-,34-32-",564.83172
"InChI=1S/C45H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-23,26,28,43H,3-4,6,8-10,12,14-16,20,24-25,27,29-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-,23-18-,28-26-",579.67938
"InChI=1S/C43H74NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-22,24,28,30,41H,3-4,6,8-10,12,14-16,20,23,25-27,29,31-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,19-17-,21-18-,24-22-,30-28-",545.7631200000001
"InChI=1S/C43H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21-22,24,41H,3-4,6,8-10,12,14-16,20,23,25-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,19-17-,21-18-,24-22-",571.17297
"InChI=1S/C43H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17-19,21,41H,3-4,6,8-10,12,14-16,20,22-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,19-17-,21-18-",587.97888
"InChI=1S/C43H82NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h17-19,21,41H,3-16,20,22-40,44H2,1-2H3,(H,47,48)/b19-17-,21-18-",671.3976
"InChI=1S/C41H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,17-20,39H,3-11,13,15-16,21-38,42H2,1-2H3,(H,45,46)/b14-12-,19-17-,20-18-",574.44456
"InChI=1S/C41H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,39H,3-16,21-38,42H2,1-2H3,(H,45,46)/b19-17-,20-18-",609.378
"InChI=1S/C47H86NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48)43-53-46(49)39-37-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,45H,3-4,6,8-10,12,14-16,18,20,23-44,48H2,1-2H3,(H,51,52)/b7-5-,13-11-,19-17-,22-21-",739.5876000000001
"InChI=1S/C45H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,32,34,43H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-31,33,35-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-,28-26-,34-32-",607.9104
"InChI=1S/C45H80NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,26,28,43H,3-4,6,8-10,12,14-16,18,20,23-25,27,29-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-,28-26-",626.8812
"InChI=1S/C45H82NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-24-26-28-30-32-34-36-38-45(48)54-43(42-53-55(49,50)52-40-39-46)41-51-44(47)37-35-33-31-29-27-25-23-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,43H,3-4,6,8-10,12,14-16,18,20,23-42,46H2,1-2H3,(H,49,50)/b7-5-,13-11-,19-17-,22-21-",669.321
"InChI=1S/C43H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22,24,28,30,41H,3-4,6,8-10,12,14-16,18,20-21,23,25-27,29,31-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,19-17-,24-22-,30-28-",586.26945
"InChI=1S/C43H78NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,22,24,41H,3-4,6,8-10,12,14-16,18,20-21,23,25-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,19-17-,24-22-",620.1036
"InChI=1S/C43H80NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,41H,3-4,6,8-10,12,14-16,18,20-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,19-17-",645.7848
"InChI=1S/C43H82NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13,17,19,41H,3-10,12,14-16,18,20-40,44H2,1-2H3,(H,47,48)/b13-11-,19-17-",686.4528
"InChI=1S/C43H84NO8P/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h17,19,41H,3-16,18,20-40,44H2,1-2H3,(H,47,48)/b19-17-",750.999
"InChI=1S/C41H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,18,20,39H,3-11,13,15-17,19,21-38,42H2,1-2H3,(H,45,46)/b14-12-,20-18-",624.4692
"InChI=1S/C41H80NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h18,20,39H,3-17,19,21-38,42H2,1-2H3,(H,45,46)/b20-18-",667.746
"InChI=1S/C44H74NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-24-18-16-14-12-10-8-6-4-2/h5,7,11,13,16-19,21-22,25,27,31,33,42H,3-4,6,8-10,12,14-15,20,23-24,26,28-30,32,34-41,45H2,1-2H3,(H,48,49)/b7-5-,13-11-,18-16-,19-17-,22-21-,27-25-,33-31-",544.6951200000001
"InChI=1S/C44H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45)40-50-43(46)36-34-32-30-28-26-24-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21-22,25,27,31,33,42H,3-4,6,8-10,12,14-16,18,20,23-24,26,28-30,32,34-41,45H2,1-2H3,(H,48,49)/b7-5-,13-11-,19-17-,22-21-,27-25-,33-31-",583.0981800000001
"InChI=1S/C42H74NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43)38-48-41(44)34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21,23,27,29,40H,3-4,6,8-10,12,14-16,18,20,22,24-26,28,30-39,43H2,1-2H3,(H,46,47)/b7-5-,13-11-,19-17-,23-21-,29-27-",561.72156
"InChI=1S/C42H76NO8P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43)38-48-41(44)34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h5,7,11,13,17,19,21,23,40H,3-4,6,8-10,12,14-16,18,20,22,24-39,43H2,1-2H3,(H,46,47)/b7-5-,13-11-,19-17-,23-21-",591.0988199999999
"InChI=1S/C40H76NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41)36-46-39(42)32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11,13,17,19,38H,3-10,12,14-16,18,20-37,41H2,1-2H3,(H,44,45)/b13-11-,19-17-",594.13716
"InChI=1S/C43H72NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13-14,16-18,20-21,24,26,30,32,41H,3-4,6,8-10,12,15,19,22-23,25,27-29,31,33-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,16-14-,18-17-,21-20-,26-24-,32-30-",526.8658800000001
"InChI=1S/C41H70NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42)37-47-40(43)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13-14,16-18,20,22,26,28,39H,3-4,6,8-10,12,15,19,21,23-25,27,29-38,42H2,1-2H3,(H,45,46)/b7-5-,13-11-,16-14-,18-17-,22-20-,28-26-",512.1618599999999
"InChI=1S/C41H72NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42)37-47-40(43)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13-14,16-18,20,22,39H,3-4,6,8-10,12,15,19,21,23-38,42H2,1-2H3,(H,45,46)/b7-5-,13-11-,16-14-,18-17-,22-20-",529.20156
"InChI=1S/C39H72NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13-14,16-18,37H,3-10,12,15,19-36,40H2,1-2H3,(H,43,44)/b13-11-,16-14-,18-17-",534.00834
"InChI=1S/C39H74NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h14,16-18,37H,3-13,15,19-36,40H2,1-2H3,(H,43,44)/b16-14-,18-17-",559.51098
"InChI=1S/C43H74NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,30,32,41H,3-4,6,8-10,12,14-16,19,22-23,25,27-29,31,33-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,18-17-,21-20-,26-24-,32-30-",559.3984800000001
"InChI=1S/C43H76NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,24,26,41H,3-4,6,8-10,12,14-16,19,22-23,25,27-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,18-17-,21-20-,26-24-",579.94524
"InChI=1S/C43H78NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-43(46)52-41(40-51-53(47,48)50-38-37-44)39-49-42(45)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,41H,3-4,6,8-10,12,14-16,19,22-40,44H2,1-2H3,(H,47,48)/b7-5-,13-11-,18-17-,21-20-",603.7476
"InChI=1S/C41H72NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42)37-47-40(43)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,26,28,39H,3-4,6,8-10,12,14-16,19,21,23-25,27,29-38,42H2,1-2H3,(H,45,46)/b7-5-,13-11-,18-17-,22-20-,28-26-",541.0169999999999
"InChI=1S/C41H74NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-41(44)50-39(38-49-51(45,46)48-36-35-42)37-47-40(43)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20,22,39H,3-4,6,8-10,12,14-16,19,21,23-38,42H2,1-2H3,(H,45,46)/b7-5-,13-11-,18-17-,22-20-",566.1001200000001
"InChI=1S/C39H72NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,37H,3-4,6,8-10,12,14-16,19-36,40H2,1-2H3,(H,43,44)/b7-5-,13-11-,18-17-",542.6373
"InChI=1S/C39H74NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,37H,3-10,12,14-16,19-36,40H2,1-2H3,(H,43,44)/b13-11-,18-17-",568.70676
"InChI=1S/C39H76NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h17-18,37H,3-16,19-36,40H2,1-2H3,(H,43,44)/b18-17-",601.4976
"InChI=1S/C39H78NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h37H,3-36,40H2,1-2H3,(H,43,44)",656.7648
"InChI=1S/C37H72NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,35H,3-13,15,17-34,38H2,1-2H3,(H,41,42)/b16-14-",555.9432
"InChI=1S/C37H74NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h35H,3-34,38H2,1-2H3,(H,41,42)",594.9928199999999
"InChI=1S/C42H72NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43)38-48-41(44)34-32-30-28-26-24-16-14-12-10-8-6-4-2/h5,7,11,13,17-18,20-21,23,25,29,31,40H,3-4,6,8-10,12,14-16,19,22,24,26-28,30,32-39,43H2,1-2H3,(H,46,47)/b7-5-,13-11-,18-17-,21-20-,25-23-,31-29-",539.23302
"InChI=1S/C39H70NO8P/c1-3-5-7-9-11-13-15-16-17-18-19-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-14-12-10-8-6-4-2/h5,7,11,13,16-17,19-20,37H,3-4,6,8-10,12,14-15,18,21-36,40H2,1-2H3,(H,43,44)/b7-5-,13-11-,17-16-,20-19-",526.96446
"InChI=1S/C52H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-42-44-51(54)58-48-50(49-60-62(56,57)59-47-46-53(3,4)5)61-52(55)45-43-41-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h8-11,14-17,20-23,26-29,32-35,38-41,50H,6-7,12-13,18-19,24-25,30-31,36-37,42-49H2,1-5H3/b10-8-,11-9-,16-14-,17-15-,22-20-,23-21-,28-26-,29-27-,34-32-,35-33-,40-38-,41-39-",521.0556
"InChI=1S/C50H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-41-43-50(53)59-48(47-58-60(54,55)57-45-44-51(3,4)5)46-56-49(52)42-40-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8-11,14-17,20-23,25,27-28,30-31,33-34,36-37,39,48H,6-7,12-13,18-19,24,26,29,32,35,38,40-47H2,1-5H3/b10-8-,11-9-,16-14-,17-15-,22-20-,23-21-,27-25-,30-28-,33-31-,36-34-,39-37-",508.07310000000007
"InChI=1S/C52H88NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-26-27-29-31-33-35-37-39-41-43-45-52(55)61-50(49-60-62(56,57)59-47-46-53(3,4)5)48-58-51(54)44-42-40-38-36-34-32-30-28-23-21-19-17-15-13-11-9-7-2/h8-11,14-17,20-23,25-26,30,32,50H,6-7,12-13,18-19,24,27-29,31,33-49H2,1-5H3/b10-8-,11-9-,16-14-,17-15-,22-20-,23-21-,26-25-,32-30-",602.1954000000001
"InChI=1S/C50H80NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-41-43-50(53)59-48(47-58-60(54,55)57-45-44-51(3,4)5)46-56-49(52)42-40-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8-11,14-17,20-23,25,27-28,30-31,33,37,39,48H,6-7,12-13,18-19,24,26,29,32,34-36,38,40-47H2,1-5H3/b10-8-,11-9-,16-14-,17-15-,22-20-,23-21-,27-25-,30-28-,33-31-,39-37-",526.3622399999999
"InChI=1S/C50H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-25-27-29-31-33-35-37-39-41-43-50(53)59-48(47-58-60(54,55)57-45-44-51(3,4)5)46-56-49(52)42-40-38-36-34-32-30-28-26-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20-23,25,27,31,33,37,39,48H,6-7,9,11-13,15,17-19,24,26,28-30,32,34-36,38,40-47H2,1-5H3/b10-8-,16-14-,22-20-,23-21-,27-25-,33-31-,39-37-",604.1856
"InChI=1S/C48H88NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-47(50)54-44-46(45-56-58(52,53)55-43-42-49(3,4)5)57-48(51)41-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h9,11,15,17,21,23,27,29,46H,6-8,10,12-14,16,18-20,22,24-26,28,30-45H2,1-5H3/b11-9-,17-15-,23-21-,29-27-",679.1784
"InChI=1S/C47H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-40-47(50)56-45(44-55-57(51,52)54-42-41-48(3,4)5)43-53-46(49)39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,26,28,45H,6-7,9,11-13,15,17-19,21,23-25,27,29-44H2,1-5H3/b10-8-,16-14-,22-20-,28-26-",642.318
"InChI=1S/C48H78NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8-11,14-17,20-22,24-26,29,31,35,37,46H,6-7,12-13,18-19,23,27-28,30,32-34,36,38-45H2,1-5H3/b10-8-,11-9-,16-14-,17-15-,22-20-,25-24-,26-21-,31-29-,37-35-",510.9732
"InChI=1S/C48H80NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14-17,20-22,24-26,29,31,35,37,46H,6-7,9,11-13,18-19,23,27-28,30,32-34,36,38-45H2,1-5H3/b10-8-,16-14-,17-15-,22-20-,25-24-,26-21-,31-29-,37-35-",530.97573
"InChI=1S/C48H82NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14-17,20-22,24-26,29,31,46H,6-7,9,11-13,18-19,23,27-28,30,32-45H2,1-5H3/b10-8-,16-14-,17-15-,22-20-,25-24-,26-21-,31-29-",540.4419
"InChI=1S/C46H78NO8P/c1-6-8-10-12-14-16-18-20-22-23-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-24-21-19-17-15-13-11-9-7-2/h8,10,14-17,20-22,24-25,27,31,33,44H,6-7,9,11-13,18-19,23,26,28-30,32,34-43H2,1-5H3/b10-8-,16-14-,17-15-,22-20-,24-21-,27-25-,33-31-",515.4624600000001
